yearID,USA,Dominican Republic,Venezuela,Puerto Rico,Cuba,Canada,Japan,Mexico,Other
2012,0.7289719626168224,0.09968847352024922,0.07087227414330217,0.0132398753894081,0.014018691588785047,0.016355140186915886,0.012461059190031152,0.011682242990654205,0.03271028037383177
2013,0.723159509202454,0.10276073619631902,0.07208588957055215,0.015337423312883436,0.016104294478527608,0.01687116564417178,0.009969325153374233,0.010736196319018405,0.032975460122699383
2014,0.7257575757575757,0.10833333333333334,0.07348484848484849,0.016666666666666666,0.01893939393939394,0.012121212121212121,0.00909090909090909,0.008333333333333333,0.02727272727272727
2015,0.7247774480712166,0.10237388724035608,0.07418397626112759,0.019287833827893175,0.020029673590504452,0.009643916913946587,0.00741839762611276,0.008902077151335312,0.03338278931750742
2016,0.7198817442719881,0.09903917220990392,0.07686622320768663,0.019216555801921657,0.022172949002217297,0.010347376201034738,0.0066518847006651885,0.011086474501108648,0.03473762010347376
2017,0.7054491899852725,0.11192930780559647,0.08100147275405008,0.020618556701030927,0.017673048600883652,0.007363770250368188,0.005891016200294551,0.011045655375552283,0.0390279823269514
2018,0.7164612037708484,0.10514865844815083,0.07831762146482958,0.01740391588107324,0.018129079042784626,0.007976794778825236,0.005801305293691081,0.012327773749093546,0.03843364757070341
2019,0.7191489361702128,0.10780141843971631,0.07163120567375887,0.019858156028368795,0.02056737588652482,0.009219858156028368,0.004964539007092199,0.010638297872340425,0.036170212765957444
2020,0.7137315748642359,0.10628394103956555,0.07370054305663305,0.02094647013188518,0.021722265321955005,0.008533747090768037,0.0069821567106283944,0.011636927851047323,0.03646237393328161
2021,0.7241379310344828,0.11273209549071618,0.06763925729442971,0.01989389920424403,0.017241379310344827,0.009283819628647215,0.005305039787798408,0.011273209549071617,0.03249336870026525
2022,0.7090301003344481,0.11438127090301003,0.07090301003344482,0.018729096989966554,0.02140468227424749,0.010033444816053512,0.0046822742474916385,0.016053511705685617,0.034782608695652174
2023,0.7268359643102265,0.10638297872340426,0.06451612903225806,0.01990391214824983,0.017844886753603295,0.011667810569663692,0.00549073438572409,0.013040494166094716,0.03431708991077557
2024,0.7373527373527373,0.0984060984060984,0.062370062370062374,0.018711018711018712,0.022176022176022176,0.01178101178101178,0.007623007623007623,0.011088011088011088,0.030492030492030493
